Name,RegID,Status,ClinicName,Link
Shoroog Agou,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=59882
Amani Agour,112563,Member,Diamond Dental Clinic Orleans Blackburn Hamlet,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=112563
Ramesh Agrawal,120988,Member,Dayspring Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120988
Sanjay Agrawal,62125,Member,1059 Dental Studio,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=62125
Richard Agro,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7625
Pablo Aguilar,108400,Member,Woodstock West Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108400
Atousa Ahadnejad,103764,Member,Mint Leaf Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=103764
Masoumeh Ahangarani-Farahani,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14032
Michael Aharon,50172,Member,Big Bay Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=50172
Vinit Aher,503860,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503860
Gajender Ahlawat,81705,Member,Sunshine Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=81705
Maneet Ahlawat,108043,Member,Kanata Highlands Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108043
Charanpal Ahluwalia,72109,Member,Kler & Kaye Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=72109
Harpreet Ahluwalia,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=81708
Atyub Ahmad,105057,Member,Artisan Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105057
Fahad Ahmad,500871,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=500871
Farah Ahmad,58247,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=58247
Farhan Ahmad,76654,Member,Scottsdale Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76654
Fawad Ahmad,123334,Member,Altima Coxwell Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123334
Khadija Ahmad,502826,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502826
Munir Ahmad,14298,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14298
Nabia Ahmad,119732,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119732
Nafisa Ahmad,13795,Member,Thickson-Mills Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13795
Nosheen Ahmad,61884,Member,UCC Building Western University,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61884
Nour Ahmad,501290,Member,Highbury Park Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501290
Saud Ahmad,,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101336
Waqar Ahmad,502833,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502833
Neda Ahmadi Rouzbahani,505178,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=505178
Elmira Ahmady,100939,Member,Green Street Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=100939
Marc Ahmaranian,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13782
Aatika Ahmed,123563,Member,Smile Horizons Dental Arts Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123563
Abrar Ahmed,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109318
Afshan Ahmed,119810,Member,Revita Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119810
Ali Ahmed,104377,Member,Napa Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=104377
Amr Ahmed,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109483
Ashfaq Ahmed,13815,Member,Dentistry @ Kanata,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13815
Asra Ahmed,105255,Member,Smiline Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105255
Doaa Ahmed,95659,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=95659
Faizan Ahmed,108426,Member,Teeth R Us Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108426
Fatima Ahmed,122056,Member,The Tooth Corner Dental Offices,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=122056
Fawad Ahmed,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150202
Hamza Ahmed,503390,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503390
Hasan Ahmed,110726,Member,Tenth Line Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110726
Hira Ahmed,503658,Member,Orion Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503658
Junaid Ahmed,501051,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501051
Khwaja Ahmed,105037,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105037
Mairaj Ahmed,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=58520
Mijhgan Ahmed,100940,Member,Southeast Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=100940
Nabeel Ahmed,117049,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117049
Rohima Ahmed,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501429
Sadaf Ahmed,97204,Member,Denison Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=97204
Sumaiya Ahmed,113356,Member,DC Dental Milton,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113356
Sumrana Ahmed,102541,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=102541
Vikhar Ahmed,106593,Member,Braydon Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=106593
Walaa Ahmed,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96396
Yusuf Ahmed,113726,Member,Affinity Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113726
Syed Ahmed Jafri,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114953
Mansur Ahmedi,38109,Member,Howard Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=38109
Eman Ahmed-Muhsin,97678,Member,Royal Crown Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=97678
Doksoo Ahn,,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8542
Eugene Ahn,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105058
Eung-Sik Ahn,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=57755
Junyoung Ahn,104202,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=104202
Myoungsuk Ahn,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=59179
Paul Ahn,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=58900
Sun-Young Ahn,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=49882
E. Charles Aho,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4078
Lance Aho,8626,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8626
Jyotica Ahuja,55854,Member,Carriage Crossing Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=55854
Kanwal Ahuja,503636,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503636
Sandhya Ahuja,113553,Member,Laurelwood Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113553
David Aiello,88393,Member,Sunningdale Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88393
Giorgio Aiello,10476,Member,Interface Centre for OMS,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10476
Jessica Aiello,92170,Member,Royal York Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92170
Lindsay Aiello,118047,Member,Sunningdale Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=118047
Karen Aiken,9839,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9839
John Ainslie,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5078
Liliani Aires Candido Vieira,119842,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119842
Mohamad Tarek Ajaj,502071,Member,Alfa Smile Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502071
M.A.O. Ajayi,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=3011
Chiragh Ajwani,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150746
Parviz Ajwani,53730,Member,Southeast Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53730
Swati Ajwani,84694,Member,Grandview Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84694
Fariba Akbar,50395,Member,Lawrence Village Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=50395
Ahmad Akbari,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150680
Catherine Akbarieh,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13998
Asena Akcasoy,118479,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=118479
Viswanath Akella,150497,Member,Jane Clair Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150497
Refik Akgul,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108870
Savan Akhani,503305,Member,Cathcart Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503305
Mahvareh Akhgar Araghi,110023,Member,Sunrise Kids Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110023
Olugbenga Akinsanya,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=93893
Ian Akiyama,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7185
Samer Akkad,14223,Member,Jackson Square Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14223
Waleed Akkila,49957,Member,University Shops Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=49957
Gilbert Akl,,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76439
Wagih-Georges Akl,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14214
Lorne Akler,12396,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12396
Dana Al Agbar,116447,Member,Etobicoke Smiles Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116447
Mustafa Al Ahmad,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501964
Hussain Al Aithan,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84462
Baker Al Akad,83799,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=83799
Mayyadah Al Ani,501958,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501958
Ahmad Al Attar,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=79137
Ziad Al Azawi,101038,Member,Dentistry on 66,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101038
Mhd Hassan Al Bogha,124226,Member,Mountainview Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=124226
Yara Al Dabbagh,116135,Member,Mapleridge Smile Centre Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116135
Ghassan Al Dika,500948,Member,Windsor Specialty Dental Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=500948
Ilia Al Djindil,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13511
Heba Al Dosouky,108885,Member,Blossom Smiles Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108885
Hussam Al Fakir,99618,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=99618
Nabiel Al Ghazali,502173,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502173
Tameem Al Ghazzi,501934,Member,Rideau Town Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501934
Daoud Al Ghol,117975,Member,Art Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117975
Louay Al Hares,504461,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504461
Khalid Al Hezaimi,81107,Member,Upper Hunt Club Dental Center,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=81107
Sirwan Al Kadhi,13959,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13959
Zina Al Karaawi,116142,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116142
Mohammad Al Kawadri,116831,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116831
Mohammad Al Kayalie,115298,Member,Damaski Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=115298
Arij Al Kayyali,104639,Member,Endodontic Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=104639
Marc Al Khoury,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117752
Summer Al Maqdassy,92172,Member,Laurier Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92172
Majd Al Mardini,66952,Member,Hamilton Prosthodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=66952
Minhal Al Qassab,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121574
Amal Al Qramany,501950,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501950
Banan Al Rajie,112053,Member,Dove Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=112053
Marwan Al Rayes,80631,Member,Pearson Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=80631
Azza Al Ryahi,113204,Member,"Avenue Dental Clinic, The",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113204
Fuad Al Sabbah,504595,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504595
Ziad Al Saddi,501794,Member,River Oaks Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501794
Ali Al Safi,104344,Member,Lakeshore Oasis Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=104344
Mohammed Al Sayyab,84491,Member,Westoak Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84491
Huda Al Shahrouri,80430,Member,My Family Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=80430
Moawya Al Shaltoni,65456,Member,Altima Barrie,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65456
Muneera Al Shamrany,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=103242
Hiba Al Shawafi,123503,Member,Fairview Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123503
Mahmoud Al Sheikh Ali,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=98956
Abdul Al Sohail,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=73734
Heba Al Tarhuni,101057,Member,Olive Tree Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101057
Nehal Al Tarhuni,80429,Member,Dutton Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=80429
Hajer Al Tayeb,116355,Member,Orion Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116355
Raghad Al Yafi,105651,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105651
Safaa Al Zubaidi,121010,Member,Ainslie Street Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121010
Nikitha Ala,504664,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504664
Nadia Al-Aasm,84554,Member,Cabana Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84554
Ahmad Alabdullah Altadmury,505250,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=505250
Manal Alabrach Alchaar,121638,Member,1059 Dental Studio,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121638
