Name,RegID,Status,ClinicName,Link,Specialty,PrimaryPractice,PPAddress,city
Isam Abu-Alkhair,81400,Member,Delta Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=81400,NA,Delta Dental Centre,"610 Pembroke St W, Pembroke, ON, CA, K8A 5P3",Pembroke
Issam Abualreesh,113351,Member,Docbraces Orthodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113351,Orthodontist,Docbraces Orthodontics,"2150 Montreal Rd, Gloucester, ON, CA, K1J 6M7",Gloucester
Dorar Abudaqa,100886,Member,Chiron Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=100886,NA,Chiron Dental,"636 Upper James St #203, Hamilton, ON, CA, L9C 2Z2",Hamilton
Khaled Abughazaleh,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13705,NA,NA,NA,NA
Huda Abu-Jarad,64785,Member,Aqua Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=64785,NA,Aqua Dental,"3091 Strandherd Dr #9, Ottawa, ON, CA, K2G 4R9",Ottawa
Sally Abuklam,100937,Member,The Tooth Corner Dental Offices,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=100937,NA,The Tooth Corner Dental Offices,"377 Burnhamthorpe E #121, Mississauga, ON, CA, L5A 3Y1",Mississauga
Khaled Abul Sharaf,61230,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61230,Orthodontist,NA,"239B Argyle Ave, Ottawa, ON, CA, K2P 1B8",Ottawa
Rana Aburgaiba,121025,Member,Amethyst Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121025,NA,Amethyst Dental Centre,"499 Hespeler Rd #5, Cambridge, ON, CA, N1R 6J2",Cambridge
Zaima Abushawashi,502960,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502960,NA,NA,"499 Hespeler Rd #5, Cambridge, ON, CA, N1R 6J2",Cambridge
Mohamad Abusheikha,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=98387,NA,NA,NA,NA
Raghda Abusultan,108073,Member,Burlington Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108073,NA,Burlington Dental Centre,"1435 Plains Rd E #4, Burlington, ON, CA, L7R 3P9",Burlington
accounting_alllanguages.com,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150059,NA,NA,NA,NA
Gary Accursi,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7400,NA,NA,NA,NA
Sante Aceti,11859,Member,Kennedy East Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11859,NA,Kennedy East Dental,"1632 Upper James St, Hamilton, ON, CA, L9B 1K4",Hamilton
Nabil Achache,105193,Member,Highbury Park Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105193,NA,Highbury Park Dental,"1055 Greenbank Rd #5, Nepean, ON, CA, K2J 1V8",Nepean
Falgun Acharya,501909,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501909,NA,NA,"1055 Greenbank Rd #5, Nepean, ON, CA, K2J 1V8",Nepean
Roger Achong,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13399,NA,NA,NA,NA
John Ackerman,4077,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4077,NA,NA,NA,NA
John Ackersviller,505471,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=505471,NA,NA,"1055 Greenbank Rd #5, Nepean, ON, CA, K2J 1V8",Nepean
CCDI Activities,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150185,NA,NA,NA,NA
Marjan Adabi,123545,Member,The Tooth Corner Dental Offices,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123545,NA,The Tooth Corner Dental Offices,"320 Bayfield St #T143A, Barrie, ON, CA, L4M 3C1",Barrie
David Adachi,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9714,NA,NA,NA,NA
Gordon Adair,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4810,NA,NA,NA,NA
Eva Adam,92229,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92229,NA,NA,"320 Bayfield St #T143A, Barrie, ON, CA, L4M 3C1",Barrie
Jonathan Adam,52499,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=52499,Periodontist,NA,"1867 Yonge St #402, Toronto, ON, CA, M4S 1Y5",Toronto
Gabriela Adamache,38896,Member,Kilborn Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=38896,NA,Kilborn Dental Centre,"1801A Kilborn Ave, Ottawa, ON, CA, K1H 6N1",Ottawa
Jessica Adamczyk,123371,Member,Canadian Forces Base - Kingston,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123371,NA,Canadian Forces Base - Kingston,"1 Dental Unit Detachment Vimy PO, Kingston, ON, CA, K7K 7B4",Kingston
Elzbieta Adamiak,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13048,NA,NA,NA,NA
Eugene Adamo,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6072,NA,NA,NA,NA
Andrew-Christian Adams,85172,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=85172,Dental Anaesthesiologist,NA,"883 Upper Wentworth St #201, Hamilton, ON, CA, L9A 4Y6",Hamilton
Arthur Adams,9764,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9764,NA,NA,NA,NA
Deborah Adams,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150319,NA,NA,NA,NA
John Adams,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5929,NA,NA,NA,NA
Kenneth Adams,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11742,NA,NA,NA,NA
Laura Adams,85202,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=85202,NA,NA,"688 Concession St #1, Hamilton, ON, CA, L8V 4T1",Hamilton
Ralph Adams,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5797,NA,NA,NA,NA
Sabrina Adams,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150192,NA,NA,NA,NA
Stephen Adams,12186,Member,Family Dental Practice,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12186,NA,Family Dental Practice,"598 West Arthur St, Thunder Bay, ON, CA, P7E 5R7",Thunder Bay
Thomas Adams,72842,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=72842,NA,NA,"598 West Arthur St, Thunder Bay, ON, CA, P7E 5R7",Thunder Bay
Malgorzata Adamska,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10307,NA,NA,NA,NA
Bryce Adamson,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101642,NA,NA,NA,NA
Sabrina Adat,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10094,NA,NA,NA,NA
Alykhan Adatia,63993,Member,Dentistry on Erb,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=63993,NA,Dentistry on Erb,"655 Erb St W #400, Waterloo, ON, CA, N2J 3Z4",Waterloo
Minaz Adatia,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10681,NA,NA,NA,NA
Sharina Adatia,11322,Member,Corktown Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11322,NA,Corktown Dental Centre,"184 Front St E #101, Toronto, ON, CA, M5A 4N3",Toronto
Archana Adavelli,113725,Member,Dentistry on Derry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113725,NA,Dentistry on Derry,"6986 Financial Dr #4, Mississauga, ON, CA, L5N 8J4",Mississauga
Harry Adeghe (Out of Province),NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150228,NA,NA,NA,NA
Azita Adelimosayyeb,501088,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501088,NA,NA,"6986 Financial Dr #4, Mississauga, ON, CA, L5N 8J4",Mississauga
Oludamilola Ademidun,503115,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503115,NA,NA,"6986 Financial Dr #4, Mississauga, ON, CA, L5N 8J4",Mississauga
Dimitrios Aderriotis,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12795,NA,NA,NA,NA
Najib Adi,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68801,NA,NA,NA,NA
Mehdi Adib Moradi Langroudi,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84693,NA,NA,NA,NA
Ali Adibfar,11773,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11773,Oral & Maxillofacial Surgeon,NA,"195 Avenue Rd, Toronto, ON, CA, M5R 2J3",Toronto
Maryam Adibfar,11323,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11323,NA,NA,"1849 Yonge St #508, Toronto, ON, CA, M4S 1Y2",Toronto
Mona Adib-Moradi Langroudi,503107,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503107,NA,NA,"1849 Yonge St #508, Toronto, ON, CA, M4S 1Y2",Toronto
Mehdi Adibrad,99682,Member,MINA Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=99682,NA,MINA Family Dentistry,"7191 Yonge St #205, Thornhill, ON, CA, L3T 0C4",Thornhill
Jason Adinata,92168,Member,416 Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92168,NA,416 Dentistry,"2361 Brimley Rd #1, Toronto, ON, CA, M1S 3L6",Toronto
Herbert Adirim,6371,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6371,NA,NA,NA,NA
Bob Adler,9052,Member,Bathurst St. Clair Dental Studio,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9052,NA,Bathurst St. Clair Dental Studio,"1500 Bathurst St #2, Toronto North, ON, CA, M5P 3L3",Toronto North
Zeena Adnan,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105036,NA,NA,NA,NA
Caley Adolph-Nadon,92169,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92169,NA,York Street Dental,"25 York St #A3, Toronto, ON, CA, M5J 2V5",Toronto
Josephine Adorna,39156,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=39156,NA,Dentistry in Milton,"497 Laurier Ave #5, Milton, ON, CA, L9T 3K8",Milton
Sam Adouri,68233,Member,Bartlett & Main Family Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68233,NA,Bartlett & Main Family Dental Centre,"270 Main St E #1&2, Grimsby, ON, CA, L3M 1P8",Grimsby
Joseph Adragna,123641,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123641,NA,Arvanitis & Associates Dentistry by Design,"55 Bridgeport Rd E, Waterloo, ON, CA, N2J 2J7",Waterloo
Nicole Marie Adriano,502719,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502719,NA,NA,"55 Bridgeport Rd E, Waterloo, ON, CA, N2J 2J7",Waterloo
Hesham Ads,108153,Member,Queenswood Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108153,NA,Queenswood Dental,"1224 Place d'Orleans Dr #106-107, Orleans, ON, CA, K1C 7K3",Orleans
Tamer Ads,95631,Member,Queenswood Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=95631,NA,Queenswood Dental,"1224 Place d'Orleans Dr #106-107, Orleans, ON, CA, K1C 7K3",Orleans
Chandan Advani,68771,Member,Urban Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68771,NA,Urban Dental Centre,"2901 Eglinton Ave W #11, Mississauga, ON, CA, L5M 6J3",Mississauga
Practice Advisory,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150039,NA,NA,NA,NA
Daniela Affaqui Torcaty,115930,Member,Alora Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=115930,NA,Alora Dental,"1912 Avenue Rd #101, North York, ON, CA, M5M 4A1",North York
Gillian Affoo,10475,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10475,NA,NA,"376 Kingston Rd #12B, Pickering, ON, CA, L1V 1A4",Pickering
Parastoo Afghari,502926,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502926,NA,NA,"376 Kingston Rd #12B, Pickering, ON, CA, L1V 1A4",Pickering
Hammad Afif,49805,Member,Waterview Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=49805,NA,Waterview Dental,"218 Queens Quay W #1, Toronto, ON, CA, M5J 2Y6",Toronto
Florentino Afonso,11174,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11174,NA,Dufferin Dental,"900 Dufferin St #1, Toronto, ON, CA, M6H 4A9",Toronto
Mona Afrand,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88626,NA,NA,NA,NA
Kourosh Afrashteh,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53554,NA,NA,NA,NA
Majid Afrasiabifar,502070,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502070,NA,NA,"900 Dufferin St #1, Toronto, ON, CA, M6H 4A9",Toronto
Armaghan Afsar,13866,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13866,NA,NA,"1278 Bay St, Toronto, ON, CA, M5R 3W1",Toronto
Mehdi Afshar,76750,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76750,NA,Afshar Dental Clinic,"7328 Bayview Ave, Thornhill, ON, CA, L3T 2R7",Thornhill
Yasaman Afshar,117972,Member,Caledonia Smiles Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117972,NA,Caledonia Smiles Family Dentistry,"232 Argyle St S, Caledonia, ON, CA, N3W 1K8",Caledonia
Naureen Aftab,112301,Member,Victoria Street Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=112301,NA,Victoria Street Dental Centre,"232 Victoria St N Unit 232, Tweed, ON, CA, K0K 3J0",Tweed
Armita Afzalimehr,501069,Member,Stouffville Smiles Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501069,NA,Stouffville Smiles Dentistry,"5710 Main St #3, Stouffville, ON, CA, L4A 8A9",Stouffville
Timothy Agapas,10627,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10627,Orthodontist,NA,"2815 Princess St #5, Kingston, ON, CA, K7P 2X2",Kingston
Lyle Agar,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10336,NA,NA,NA,NA
Ronald Agar,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6760,NA,NA,NA,NA
Ambika Agarwal,505334,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=505334,NA,NA,"2815 Princess St #5, Kingston, ON, CA, K7P 2X2",Kingston
Anjali Agarwal,100938,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=100938,NA,NA,"61 Paget St, New Liskeard, ON, CA, P0J 1P0",New Liskeard
Arun Agarwal,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150245,NA,NA,NA,NA
Seema Agarwal,13681,Member,Dentistry At The Mill,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13681,NA,Dentistry At The Mill,"60 Queen St E #L03, Brampton, ON, CA, L6V 1A9",Brampton
Vijay Agarwal,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14161,NA,NA,NA,NA
John Agate,8625,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8625,NA,NA,"5026 King St W Box 157, Beamsville, ON, CA, L0R 1B0",Beamsville
Thomas Agate,4298,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4298,NA,NA,NA,NA
Peter Agathos,10682,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10682,NA,NA,"1201 Huron St, London, ON, CA, N5Y 4K5",London
Rebecca Agbuya,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=48755,NA,NA,NA,NA
Anuj Aggarwal,101145,Member,"Faculty of Dentistry, University of Toronto",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101145,NA,"Faculty of Dentistry, University of Toronto","124 Edward St #308, Toronto, ON, CA, M5G 1G6",Toronto
Manish Aggarwal,53108,Member,Bronte Family Orthodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53108,Orthodontist,Bronte Family Orthodontics,"420 Bronte St S #113, Milton, ON, CA, L9T 0H9",Milton
Prateek Aggarwal,503056,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503056,NA,NA,"420 Bronte St S #113, Milton, ON, CA, L9T 0H9",Milton
Sonia Aggarwal,53418,Member,Health Canada First Nations and Inuit Health Branch,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53418,NA,Health Canada First Nations and Inuit Health Branch,"2720 Riverside Dr 4th Fl, Ottawa, ON, CA, K1A 0K9",Ottawa
John Aggett,4299,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4299,NA,NA,NA,NA
Siavash Agha Balaei Khordehchi,504161,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504161,NA,NA,"2720 Riverside Dr 4th Fl, Ottawa, ON, CA, K1A 0K9",Ottawa
Mojgan Agha-Amiri,14091,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14091,Paediatric Dentist,NA,"940 St Clair Ave W, Toronto, ON, CA, M6C 1C8",Toronto
Emad Aghaei,107570,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=107570,NA,NA,"7191 Yonge St #306, Thornhill, ON, CA, L3T 0C4",Thornhill
Shiva Aghaha,115583,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=115583,NA,NA,"2035 Sheppard Ave E, Unit 1, North York, ON, CA, M2J 0A8",North York
Seyed Aghaie Kakroudi,37909,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=37909,NA,NA,"7191 Yonge St #306, Thornhill, ON, CA, L3T 0C4",Thornhill
Ali Aghajanpoor,124735,Member,Northwood Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=124735,NA,Northwood Family Dental,"2606 East Victoria Ave, Thunder Bay, ON, CA, P7C 1E7",Thunder Bay
Fereidoun Agha-Razi,57185,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=57185,Endodontist,NA,"2606 East Victoria Ave, Thunder Bay, ON, CA, P7C 1E7",Thunder Bay
Paiman Aghasi,14037,Member,Smilecare Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14037,NA,Smilecare Dental Centre,"1691 Merivale Rd #1, Nepean, ON, CA, K2G 3K2",Nepean
Farshad Aghdasi,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12806,NA,NA,NA,NA
Maral Aghourian Namagerdy,117545,Member,Riverside South Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117545,NA,Riverside South Dental Centre,"665 Earl Armstrong Rd #1, Ottawa, ON, CA, K1V 2G2",Ottawa
Shoroog Agou,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=59882,NA,NA,NA,NA
Amani Agour,112563,Member,Diamond Dental Clinic Orleans Blackburn Hamlet,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=112563,NA,Diamond Dental Clinic Orleans Blackburn Hamlet,"110 Bearbrook Rd #1, Ottawa, ON, CA, K1B 5R2",Ottawa
Ramesh Agrawal,120988,Member,Dayspring Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120988,NA,Dayspring Dental,"1405 Cornwall Rd #A-3, Oakville, ON, CA, L6J 0B2",Oakville
Sanjay Agrawal,62125,Member,1059 Dental Studio,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=62125,NA,1059 Dental Studio,"635 Wilton Grove, London, ON, CA, N6N 1N7",London
Richard Agro,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7625,NA,NA,NA,NA
Pablo Aguilar,108400,Member,Woodstock West Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108400,NA,Woodstock West Dental,"312 Dundas St, Woodstock, ON, CA, N4S 1B2",Woodstock
Atousa Ahadnejad,103764,Member,Mint Leaf Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=103764,NA,Mint Leaf Dental,"1 Mintleaf Gate #9, Markham, ON, CA, L3P 5X4",Markham
Masoumeh Ahangarani-Farahani,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14032,NA,NA,NA,NA
